=Below Budget,=Above Budget,Address Number,Amount for P&L (% of Gross Sales),Amount for P&L (Margins),Amount for P&L,Amount2,Amount,Amount_%,Amount_Size,Amount_label,Amount in 000s,Selected Category,Calculation2,Gross Margin M,Inventory Turns,Inventory Units,Profit Margin,Selected Year (start),Sales Quantity,Distinct Orders,Inventory Value in 1000,New YYYYMM,Selected Metric Biz Mix,Net Margin Calc Field,=Space,Performance Eval Legend,Inventory Value,Selected Metric (sort),Amount Minus,Category (Margins),Category (group) 1,Category (group),Category Color,Category,Channel,Channel_Filter,CostPrice*StockOH,CostPrice,Customer - Product Desc,Customer - Product Segmentation,Customer Segment (group),Customer,Distribution Channel Mgr,Gross Profit M,SG&A,Indirect Expenses,"Taxes, Interest",COGS,Gross Sales and Profit Amount,Gross Sales Amount,Inventory Value (copy 2),Inventory Value (step1),Customer Location,Operating Income M,Profit M,Net Sales,Operating Margin M,OrderID,Product Category (group),Product Category,Product,Product Type Desc,Region,Region_Filter,Sales Price (weighted avg),SegmentDesc+Region,Customer Segment,Selected Metric Value,Selected Metric Unit,Selected Year (end),StockOH,ThroughputQty,YYYYMM,Year Filter,Year To Date Filter,title_Target,title_COGS,title_Indirect_Expenses,title_Portfolio_Average,title_Margin,title_from_Gross_Sales,title_Selected_Metric
Below Budget,Above Budget,10023275,$155,$155,$155,,$155,,,,0.15535,Breakfast Foods,1,,5.981981982,55.5,,1/1/2012,,1,1.28538,7/1/2013 12:00:00 AM,0.15535,, ,Above Budget,"$1,285",,-0.15535,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1285.38,$23,Cereal,Breakfast Foods,S Markets,RFI Corporation,JL,,,,,,,,"$1,285","$1,285",Portland,,,0.15535,,13415,Other,Breakfast Foods,Cereal,Breakfast Foods,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,55.5,332,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10023275,$108,$108,$108,,$108,,,,0.10773,Canned Foods,1,,2,750,,1/1/2012,,1,1.5,7/1/2013 12:00:00 AM,0.10773,, ,Above Budget,"$1,500",,-0.10773,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1500,$2,Oysters,Canned Foods,S Markets,RFI Corporation,JL,,,,,,,,"$1,500","$1,500",Portland,,,0.10773,,13417,Other,Canned Foods,Oysters,Canned Oysters,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,750,1500,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10023275,$38,$38,$38,,$38,,,,0.03837,Canned Foods,1,,7.833333333,6,,1/1/2012,,1,0.42576,7/1/2013 12:00:00 AM,0.03837,, ,Above Budget,$426,,-0.03837,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,425.76,$71,Sardines,Canned Foods,S Markets,RFI Corporation,JL,,,,,,,,$426,$426,Portland,,,0.03837,,13230,Other,Canned Foods,Sardines,Canned Sardines,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,6,47,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10023275,"$1,931","$1,931","$1,931",,"$1,931",,,,1.93086,Canned Foods,1,,21.919191919,49.5,,1/1/2012,,1,10.526175,7/1/2013 12:00:00 AM,1.93086,, ,Above Budget,"$10,526",,-1.93086,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,10526.175,$213,Shrimp,Canned Foods,S Markets,RFI Corporation,JL,,,,,,,,"$10,526","$10,526",Portland,,,1.93086,,13218,Other,Canned Foods,Shrimp,Canned Shrimp,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,49.5,1085,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,70162925,$529,$529,$529,,$529,,,,0.52895,Canned Foods,1,,1.948744770,2868,,1/1/2012,,1,22.42598,7/1/2013 12:00:00 AM,0.52895,, ,Above Budget,"$22,426",,-0.52895,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,22425.98,$59,Soup,Canned Foods,S Markets,RFI Corporation,JL,,,,,,,,"$169,585","$169,585",Portland,,,0.52895,,92631,Other,Canned Foods,Soup,Canned Soup,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,2868,5589,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10023275,$184,$184,$184,,$184,,,,0.18404,Canned Foods,1,,18,0.5,,1/1/2012,,1,0.012655,7/1/2013 12:00:00 AM,0.18404,, ,Above Budget,$13,,-0.18404,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,12.655,$25,Tuna,Canned Foods,S Markets,RFI Corporation,JL,,,,,,,,$13,$13,Portland,,,0.18404,,13171,Other,Canned Foods,Tuna,Canned Tuna,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,0.5,9,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20046550,$79,$79,$79,,$79,,,,0.07928,Canned Products,1,,17.818181818,11,,1/1/2012,,1,0.03333,7/1/2013 12:00:00 AM,0.07928,, ,Above Budget,$33,,-0.07928,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,33.33,$6,Canned Fruit,Canned Products,S Markets,RFI Corporation,JL,,,,,,,,$67,$67,Portland,,,0.07928,,26439,Other,Canned Products,Canned Fruit,Fruit,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,11,196,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10025289,$0,$0,$0,,$0,,,,0,Dairy,1,,22,31.5,,1/1/2012,,1,2.2302,7/1/2013 12:00:00 AM,0,, ,Above Budget,"$2,230",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,2230.2,$71,Cheese,Dairy,S Markets,Tredegar Company,JL,,,,,,,,"$2,230","$2,230",Fresno,,,0,,12319,Other,Dairy,Cheese,Dairy,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,31.5,693,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,160372400,"$20,851","$20,851","$20,851",,"$20,851",,,,20.85111,Dairy,1,,5.036764706,1360,,1/1/2012,,1,194.76311,7/1/2013 12:00:00 AM,20.85111,, ,Above Budget,"$194,763",,-20.85111,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,194763.11,"$1,721",Cheese,Dairy,S Markets,RFI Corporation,JL,,,,,,,,"$2,341,022","$2,341,022",Portland,,,20.85111,,211978,Other,Dairy,Cheese,Dairy,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,1360,6850,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20046550,$135,$135,$135,,$135,,,,0.13488,Dairy,1,,2,78,,1/1/2012,,1,2.0241,7/1/2013 12:00:00 AM,0.13488,, ,Above Budget,"$2,024",,-0.13488,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,2024.1,$52,Cottage Cheese,Dairy,S Markets,RFI Corporation,JL,,,,,,,,"$4,048","$4,048",Portland,,,0.13488,,26359,Other,Dairy,Cottage Cheese,Dairy,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,78,156,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,80186200,"$9,729","$9,729","$9,729",,"$9,729",,,,9.7293,Dairy,1,,4.137198068,517.5,,1/1/2012,,1,35.11368,7/1/2013 12:00:00 AM,9.7293,, ,Above Budget,"$35,114",,-9.7293,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,35113.68,$529,Milk,Dairy,S Markets,RFI Corporation,JL,,,,,,,,"$274,006","$274,006",Portland,,,9.7293,,105056,Other,Dairy,Milk,Dairy,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,517.5,2141,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30069825,"$18,374","$18,374","$18,374",,"$18,374",,,,18.37389,Dairy,1,,3.792771084,207.5,,1/1/2012,,1,29.16944,7/1/2013 12:00:00 AM,18.37389,, ,Above Budget,"$29,169",,-18.37389,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,29169.44,$436,Yogurt,Dairy,S Markets,RFI Corporation,JL,,,,,,,,"$90,472","$90,472",Portland,,,18.37389,,39658,Other,Dairy,Yogurt,Dairy,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,207.5,787,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10023275,$113,$113,$113,,$113,,,,0.11333,Deli,1,,14.055045872,54.5,,1/1/2012,,1,2.13749,7/1/2013 12:00:00 AM,0.11333,, ,Above Budget,"$2,137",,-0.11333,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,2137.49,$39,Deli Meats,Deli,S Markets,RFI Corporation,JL,,,,,,,,"$2,137","$2,137",Portland,,,0.11333,,13243,Deli,Deli,Deli Meats,Meat,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,54.5,766,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10023275,$25,$25,$25,,$25,,,,0.02451,Deli,1,,4,73.5,,1/1/2012,,1,0.7203,7/1/2013 12:00:00 AM,0.02451,, ,Above Budget,$720,,-0.02451,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,720.3,$10,Hot Dogs,Deli,S Markets,RFI Corporation,JL,,,,,,,,$720,$720,Portland,,,0.02451,,13416,Deli,Deli,Hot Dogs,Meat,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,73.5,294,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,40093100,$661,$661,$661,,$661,,,,0.66074,Deli,1,,6,233.5,,1/1/2012,,1,5.28407,7/1/2013 12:00:00 AM,0.66074,, ,Above Budget,"$5,284",,-0.66074,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,5284.07,$93,Deli Salads,Deli,S Markets,RFI Corporation,JL,,,,,,,,"$21,601","$21,601",Portland,,,0.66074,,52779,Deli,Deli,Deli Salads,Side Dishes,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,233.5,1401,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,40093100,"$1,212","$1,212","$1,212",,"$1,212",,,,1.21157,Eggs,1,,7.543778802,217,,1/1/2012,,1,6.47547,7/1/2013 12:00:00 AM,1.21157,, ,Above Budget,"$6,475",,-1.21157,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,6475.47,$120,Eggs,Eggs,S Markets,RFI Corporation,JL,,,,,,,,"$25,936","$25,936",Portland,,,1.21157,,52408,Other,Eggs,Eggs,Eggs,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,217,1637,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30069825,$79,$79,$79,,$79,,,,0.07856,Frozen Foods,1,,2.612440191,104.5,,1/1/2012,,1,1.798555,7/1/2013 12:00:00 AM,0.07856,, ,Above Budget,"$1,799",,-0.07856,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1798.555,$31,Frozen Vegetables,Frozen Foods,S Markets,RFI Corporation,JL,,,,,,,,"$3,224","$3,224",Portland,,,0.07856,,39506,Other,Frozen Foods,Frozen Vegetables,Vegetables,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,104.5,273,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10027560,$83,$83,$83,,$83,,,,0.08288,Produce,1,,21.967032967,91,,1/1/2012,,1,2.76458,7/1/2013 12:00:00 AM,0.08288,, ,Above Budget,"$2,765",,-0.08288,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,2764.58,$30,Fresh Fruit,Produce,S Markets,Zilog,JL,,,,,,,,"$2,765","$2,765",Odessa,,,0.08288,,13808,Produce,Produce,Fresh Fruit,Fruit,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,91,1999,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,50116375,"$1,063","$1,063","$1,063",,"$1,063",,,,1.06286,Produce,1,,9.198738170,792.5,,1/1/2012,,1,11.861775,7/1/2013 12:00:00 AM,1.06286,, ,Above Budget,"$11,862",,-1.06286,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,11861.775,$136,Fresh Fruit,Produce,S Markets,RFI Corporation,JL,,,,,,,,"$107,891","$107,891",Portland,,,1.06286,,66455,Produce,Produce,Fresh Fruit,Fruit,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,792.5,7290,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20046550,$296,$296,$296,,$296,,,,0.29625,Produce,1,,3.985714286,140,,1/1/2012,,1,4.186,7/1/2013 12:00:00 AM,0.29625,, ,Above Budget,"$4,186",,-0.29625,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,4186,$60,Tofu,Produce,S Markets,RFI Corporation,JL,,,,,,,,"$8,372","$8,372",Portland,,,0.29625,,26451,Produce,Produce,Tofu,Packaged Vegetables,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,140,558,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30069825,$415,$415,$415,,$415,,,,0.41469,Produce,1,,11.695522388,167.5,,1/1/2012,,1,2.76427,7/1/2013 12:00:00 AM,0.41469,, ,Above Budget,"$2,764",,-0.41469,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,2764.27,$49,Nuts,Produce,S Markets,RFI Corporation,JL,,,,,,,,"$8,144","$8,144",Portland,,,0.41469,,39095,Produce,Produce,Nuts,Specialty,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,167.5,1959,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,50116375,$827,$827,$827,,$827,,,,0.8268,Produce,1,,8.117932709,1441.5,,1/1/2012,,1,33.06967,7/1/2013 12:00:00 AM,0.8268,, ,Above Budget,"$33,070",,-0.8268,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,33069.67,$211,Fresh Vegetables,Produce,S Markets,RFI Corporation,JL,,,,,,,,"$303,551","$303,551",Portland,,,0.8268,,66348,Produce,Produce,Fresh Vegetables,Vegetables,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,1441.5,11702,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10023275,$186,$186,$186,,$186,,,,0.18572,Snack Foods,1,,5.998262381,575.5,,1/1/2012,,1,8.523155,7/1/2013 12:00:00 AM,0.18572,, ,Above Budget,"$8,523",,-0.18572,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,8523.155,$15,Chips,Snack Foods,S Markets,RFI Corporation,JL,,,,,,,,"$8,523","$8,523",Portland,,,0.18572,,13210,Other,Snack Foods,Chips,Snack Foods,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,575.5,3452,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20046550,$969,$969,$969,,$969,,,,0.9693,Snack Foods,1,,4.722433460,131.5,,1/1/2012,,1,4.303595,7/1/2013 12:00:00 AM,0.9693,, ,Above Budget,"$4,304",,-0.9693,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,4303.595,$70,Cookies,Snack Foods,S Markets,RFI Corporation,JL,,,,,,,,"$9,239","$9,239",Portland,,,0.9693,,25829,Other,Snack Foods,Cookies,Snack Foods,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,131.5,621,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20046550,$122,$122,$122,,$122,,,,0.1217,Snack Foods,1,,16,102,,1/1/2012,,1,1.32294,7/1/2013 12:00:00 AM,0.1217,, ,Above Budget,"$1,323",,-0.1217,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1322.94,$26,Donuts,Snack Foods,S Markets,RFI Corporation,JL,,,,,,,,"$2,646","$2,646",Portland,,,0.1217,,26325,Other,Snack Foods,Donuts,Snack Foods,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,102,1632,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,40093100,"$1,492","$1,492","$1,492",,"$1,492",,,,1.49159,Snack Foods,1,,49.181347150,193,,1/1/2012,,1,8.47455,7/1/2013 12:00:00 AM,1.49159,, ,Above Budget,"$8,475",,-1.49159,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,8474.55,$124,Dried Fruit,Snack Foods,S Markets,RFI Corporation,JL,,,,,,,,"$23,913","$23,913",Portland,,,1.49159,,52656,Other,Snack Foods,Dried Fruit,Snack Foods,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,193,9492,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10023275,$12,$12,$12,,$12,,,,0.01177,Snack Foods,1,,26.296296296,13.5,,1/1/2012,,1,0.030375,7/1/2013 12:00:00 AM,0.01177,, ,Above Budget,$30,,-0.01177,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,30.375,$2,Dried Meat,Snack Foods,S Markets,RFI Corporation,JL,,,,,,,,$30,$30,Portland,,,0.01177,,13413,Other,Snack Foods,Dried Meat,Snack Foods,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,13.5,355,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20050068,"$1,318","$1,318","$1,318",,"$1,318",,,,1.31766,Snacks,1,,19.878787879,66,,1/1/2012,,1,18.65094,7/1/2013 12:00:00 AM,1.31766,, ,Above Budget,"$18,651",,-1.31766,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,18650.94,$565,Chocolate Candy,Snacks,S Markets,Talou,JL,,,,,,,,"$37,302","$37,302",Corona,,,1.31766,,24563,Other,Snacks,Chocolate Candy,Candy,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,66,1312,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10023275,$46,$46,$46,,$46,,,,0.04561,Snacks,1,,7.636363636,5.5,,1/1/2012,,1,0.086845,7/1/2013 12:00:00 AM,0.04561,, ,Above Budget,$87,,-0.04561,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,86.845,$16,Chocolate Candy,Snacks,S Markets,RFI Corporation,JL,,,,,,,,$87,$87,Portland,,,0.04561,,13205,Other,Snacks,Chocolate Candy,Candy,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,5.5,42,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,40093100,$689,$689,$689,,$689,,,,0.68943,Snacks,1,,11.746031746,126,,1/1/2012,,1,1.18644,7/1/2013 12:00:00 AM,0.68943,, ,Above Budget,"$1,186",,-0.68943,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1186.44,$34,Hard Candy,Snacks,S Markets,RFI Corporation,JL,,,,,,,,"$4,309","$4,309",Portland,,,0.68943,,52885,Other,Snacks,Hard Candy,Candy,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,126,1480,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,40093100,"$21,352","$21,352","$21,352",,"$21,352",,,,21.35221,Starchy Foods,1,,39.478260870,230,,1/1/2012,,1,4.1308,7/1/2013 12:00:00 AM,21.35221,, ,Above Budget,"$4,131",,-21.35221,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,4130.8,$616,Pasta,Starchy Foods,S Markets,RFI Corporation,JL,,,,,,,,"$141,620","$141,620",Portland,,,21.35221,,53106,Other,Starchy Foods,Pasta,Starchy Foods,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,230,9080,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20046550,$365,$365,$365,,$365,,,,0.36492,Starchy Foods,1,,23.857142857,42,,1/1/2012,,1,3.11682,7/1/2013 12:00:00 AM,0.36492,, ,Above Budget,"$3,117",,-0.36492,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,3116.82,$148,Rice,Starchy Foods,S Markets,RFI Corporation,JL,,,,,,,,"$6,234","$6,234",Portland,,,0.36492,,26495,Other,Starchy Foods,Rice,Starchy Foods,Americas,True,,Supermarkets-Americas,Markets,,%,1/1/2013 12:00:00 AM,42,1002,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,40068144,$312,$312,$312,,$312,,,,0.31197,Baking Goods,1,,3.137855580,228.5,,1/1/2012,,1,6.173575,7/1/2013 12:00:00 AM,0.31197,, ,Above Budget,"$6,174",,-0.31197,Net Sales,Net Sales,P&L,,Net Sales,Other,True,6173.575,$110,Cooking Oil,Baking Goods,S Markets,Icon,JV,,,,,,,,"$25,108","$25,108",Eagan,,,0.31197,,51083,Baking,Baking Goods,Cooking Oil,Baking Goods,Asia,True,,Supermarkets-Asia,Markets,,%,1/1/2013 12:00:00 AM,228.5,717,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20034072,$884,$884,$884,,$884,,,,0.88352,Baking Goods,1,,5.981981982,111,,1/1/2012,,1,2.51526,7/1/2013 12:00:00 AM,0.88352,, ,Above Budget,"$2,515",,-0.88352,Net Sales,Net Sales,P&L,,Net Sales,Other,True,2515.26,$45,Jam,Baking Goods,S Markets,Icon,JV,,,,,,,,"$5,031","$5,031",Eagan,,,0.88352,,27599,Baking,Baking Goods,Jam,Jams and Jellies,Asia,True,,Supermarkets-Asia,Markets,,%,1/1/2013 12:00:00 AM,111,664,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,60102216,$527,$527,$527,,$527,,,,0.52729,Baking Goods,1,,2,384,,1/1/2012,,1,5.83296,7/1/2013 12:00:00 AM,0.52729,, ,Above Budget,"$5,833",,-0.52729,Net Sales,Net Sales,P&L,,Net Sales,Other,True,5832.96,$91,Peanut Butter,Baking Goods,S Markets,Icon,JV,,,,,,,,"$34,998","$34,998",Eagan,,,0.52729,,77920,Baking,Baking Goods,Peanut Butter,Jams and Jellies,Asia,True,,Supermarkets-Asia,Markets,,%,1/1/2013 12:00:00 AM,384,768,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30051108,$243,$243,$243,,$243,,,,0.24257,Beverages,1,,10.4,15,,1/1/2012,,1,0.2187,7/1/2013 12:00:00 AM,0.24257,, ,Above Budget,$219,,-0.24257,Net Sales,Net Sales,P&L,,Net Sales,Other,True,218.7,$44,Soda,Beverages,S Markets,Icon,JV,,,,,,,,$656,$656,Eagan,,,0.24257,,38035,Beverages,Beverages,Soda,Carbonated Beverages,Asia,True,,Supermarkets-Asia,Markets,,%,1/1/2013 12:00:00 AM,15,156,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,110187396,"$25,546","$25,546","$25,546",,"$25,546",,,,25.54645,Canned Foods,1,,1.973278901,8083.5,,1/1/2012,,1,118.08565,7/1/2013 12:00:00 AM,25.54645,, ,Above Budget,"$118,086",,-25.54645,Net Sales,Net Sales,P&L,,Net Sales,Other,True,118085.65,$145,Soup,Canned Foods,S Markets,Icon,JV,,,,,,,,"$1,174,533","$1,174,533",Eagan,,,25.54645,,143931,Other,Canned Foods,Soup,Canned Soup,Asia,True,,Supermarkets-Asia,Markets,,%,1/1/2013 12:00:00 AM,8083.5,15951,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,80136288,"$2,828","$2,828","$2,828",,"$2,828",,,,2.82783,Dairy,1,,18.037647059,425,,1/1/2012,,1,14.597725,7/1/2013 12:00:00 AM,2.82783,, ,Above Budget,"$14,598",,-2.82783,Net Sales,Net Sales,P&L,,Net Sales,Other,True,14597.725,$275,Cheese,Dairy,S Markets,Icon,JV,,,,,,,,"$116,769","$116,769",Eagan,,,2.82783,,103356,Other,Dairy,Cheese,Dairy,Asia,True,,Supermarkets-Asia,Markets,,%,1/1/2013 12:00:00 AM,425,7666,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
